RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group_26-35,Age_Group_36-45,Age_Group_46-55,Age_Group_56-65,Age_Group_65+,Cluster
1000,759,0,0,38,1,104091.29,1,0,0,91561.91,0,False,True,False,False,False,0
1001,648,1,0,42,8,121980.56,2,1,0,4027.02,0,False,True,False,False,False,1
1002,788,0,0,43,10,0.0,2,1,1,116111.51,0,False,True,False,False,False,1
1003,725,1,1,39,1,50880.98,2,1,1,184023.54,0,False,True,False,False,False,1
1005,601,1,0,26,7,105514.69,2,1,0,50070.59,0,True,False,False,False,False,1
1007,561,2,0,33,6,0.0,2,1,0,45261.47,0,True,False,False,False,False,1
1008,564,0,1,42,7,99824.45,1,1,1,36721.4,0,False,True,False,False,False,2
1012,719,2,1,35,3,122964.88,1,1,1,138231.7,0,True,False,False,False,False,2
1013,548,0,0,29,4,0.0,2,0,1,48673.18,0,True,False,False,False,False,0
1014,635,2,1,24,4,0.0,2,1,1,70668.77,0,False,False,False,False,False,1
1015,496,2,0,43,3,0.0,2,0,1,199505.53,0,False,True,False,False,False,0
1017,541,1,1,40,7,95710.11,2,1,0,49063.42,0,False,True,False,False,False,1
1018,778,1,1,41,7,139706.31,1,1,0,63337.19,0,False,True,False,False,False,2
1020,633,0,1,31,1,0.0,1,1,0,48606.71,0,True,False,False,False,False,2
1022,485,2,1,32,6,102238.01,2,1,1,194010.12,0,True,False,False,False,False,1
1023,547,0,0,48,1,179380.74,2,0,1,69263.1,0,False,False,True,False,False,0
1024,642,0,1,32,3,0.0,2,1,1,88698.83,0,True,False,False,False,False,1
1025,718,0,0,25,4,108691.95,1,1,0,63030.97,0,False,False,False,False,False,2
1026,582,0,0,32,4,0.0,2,1,0,59668.81,0,True,False,False,False,False,1
1027,628,0,1,33,6,0.0,2,0,0,184230.23,0,True,False,False,False,False,0
1028,737,1,1,35,0,133377.8,1,0,1,64050.19,0,True,False,False,False,False,0
1029,828,2,1,34,9,0.0,2,1,1,81853.98,0,True,False,False,False,False,1
1030,609,2,1,53,10,0.0,1,1,1,154642.91,0,False,False,True,False,False,2
1031,730,0,1,39,1,116537.6,1,0,0,145679.6,0,False,True,False,False,False,0
1032,631,0,0,22,3,0.0,2,0,0,30781.77,0,False,False,False,False,False,0
1033,830,2,1,40,4,0.0,2,0,1,81622.52,0,False,True,False,False,False,0
1034,645,0,1,29,1,130131.08,2,0,1,196474.35,0,True,False,False,False,False,0
1035,663,0,1,46,3,0.0,2,0,1,176276.1,0,False,False,True,False,False,0
1036,678,2,1,30,0,0.0,1,1,0,35113.08,0,True,False,False,False,False,2
1037,521,0,1,30,2,107316.09,1,1,0,64299.82,0,True,False,False,False,False,2
1038,625,0,0,24,1,0.0,2,1,1,180969.55,0,False,False,False,False,False,1
1039,523,0,1,30,1,83181.29,1,1,1,138176.78,0,True,False,False,False,False,2
1042,722,0,1,30,5,0.0,2,1,0,166376.54,0,True,False,False,False,False,1
1044,579,0,1,35,1,0.0,2,1,0,4460.2,0,True,False,False,False,False,1
1045,670,0,0,38,4,119624.54,2,1,1,110472.12,0,False,True,False,False,False,1
1046,588,2,1,34,6,121132.26,2,1,0,86460.28,0,True,False,False,False,False,1
1049,812,1,1,25,5,54817.55,1,1,0,131660.31,0,False,False,False,False,False,2
1051,682,0,1,30,4,0.0,1,0,1,161465.31,0,True,False,False,False,False,0
1052,625,2,0,49,2,80816.45,1,1,1,20018.79,0,False,False,True,False,False,2
1053,607,1,1,38,3,98205.77,1,1,0,176318.27,0,False,True,False,False,False,2
1054,600,2,0,50,6,94684.27,1,1,1,50488.91,0,False,False,True,False,False,2
1055,602,2,0,22,7,141604.76,1,1,0,30379.6,0,False,False,False,False,False,2
1057,675,2,1,33,3,0.0,2,1,0,45348.08,0,True,False,False,False,False,1
1059,640,1,1,33,8,81677.22,2,0,0,34925.56,0,True,False,False,False,False,0
1060,850,0,1,38,7,80293.98,1,0,0,126555.74,0,False,True,False,False,False,0
1061,490,2,0,48,8,155413.06,1,1,0,187921.3,0,False,False,True,False,False,2
1062,710,2,0,38,4,0.0,2,1,1,136390.88,0,False,True,False,False,False,1
1064,812,0,1,34,5,103818.43,1,1,1,166038.27,0,True,False,False,False,False,2
1065,723,0,0,20,4,0.0,2,1,1,140385.33,0,False,False,False,False,False,1
1068,650,1,1,26,4,214346.96,2,1,0,128815.33,0,True,False,False,False,False,1
1072,695,1,1,52,8,103023.26,1,1,1,22485.64,0,False,False,True,False,False,2
1073,624,2,0,23,6,0.0,2,0,1,196668.51,0,False,False,False,False,False,0
1074,503,2,1,37,6,0.0,2,0,0,136506.86,0,False,True,False,False,False,0
1075,535,0,0,31,7,111855.04,2,1,1,36278.89,0,True,False,False,False,False,1
1076,743,1,0,32,6,140348.56,2,1,1,163254.39,0,True,False,False,False,False,1
1077,702,2,1,39,8,0.0,2,1,0,99654.13,0,False,True,False,False,False,1
1078,658,0,1,29,3,145512.84,1,1,0,20207.02,0,True,False,False,False,False,2
1079,677,1,0,41,8,146720.98,2,1,1,4195.84,0,False,True,False,False,False,1
1080,664,0,1,32,10,107209.73,1,1,1,112340.2,0,True,False,False,False,False,2
1081,766,1,0,38,7,130933.74,1,0,1,2035.94,0,False,True,False,False,False,0
1082,461,2,0,35,8,0.0,1,1,0,132295.95,0,True,False,False,False,False,2
1084,678,0,0,32,5,0.0,2,1,0,90284.47,0,True,False,False,False,False,1
1085,796,0,1,24,8,0.0,2,1,0,61349.37,0,False,False,False,False,False,1
1088,498,0,0,31,10,0.0,2,1,0,13892.57,0,True,False,False,False,False,1
1089,850,2,1,22,2,0.0,2,1,1,9684.52,0,False,False,False,False,False,1
1090,628,0,0,51,3,123981.31,2,1,1,40546.15,0,False,False,True,False,False,1
1091,539,1,0,34,4,91622.42,1,1,1,136603.42,0,True,False,False,False,False,2
1092,732,0,1,36,7,126195.81,1,1,1,133172.48,0,False,True,False,False,False,2
1094,651,0,1,40,4,0.0,2,1,1,147715.83,0,False,True,False,False,False,1
1095,813,0,1,34,0,0.0,2,1,0,43169.15,0,True,False,False,False,False,1
1098,543,0,1,36,6,0.0,2,1,0,176728.28,0,False,True,False,False,False,1
1099,790,0,0,26,4,141581.71,2,0,0,98309.27,0,True,False,False,False,False,0
1100,494,2,1,38,7,0.0,2,1,1,6203.66,0,False,True,False,False,False,1
1101,850,0,0,39,2,148586.64,1,1,1,176791.27,0,False,True,False,False,False,2
1102,703,2,1,29,9,0.0,2,1,0,50679.48,0,True,False,False,False,False,1
1103,432,2,1,38,7,0.0,2,1,0,150580.88,0,False,True,False,False,False,1
1104,512,1,0,32,2,123403.85,2,1,0,80120.19,0,True,False,False,False,False,1
1105,589,0,1,28,7,0.0,2,1,0,151645.96,0,True,False,False,False,False,1
1106,514,0,0,46,3,106511.85,1,1,0,55072.32,0,False,False,True,False,False,2
1107,678,0,0,38,2,0.0,2,0,0,115068.99,0,False,True,False,False,False,0
1109,679,1,1,38,7,110555.37,2,1,0,46522.68,0,False,True,False,False,False,1
1110,595,0,1,31,4,0.0,2,1,0,189995.86,0,True,False,False,False,False,1
1113,690,0,0,42,3,92578.14,2,0,0,70810.6,0,False,True,False,False,False,0
1116,479,2,1,48,5,87070.23,1,0,1,85646.41,0,False,False,True,False,False,0
1117,519,0,1,42,8,0.0,2,1,1,101485.72,0,False,True,False,False,False,1
1120,756,2,1,29,2,117412.19,2,1,0,4888.91,0,True,False,False,False,False,1
1121,848,1,1,31,4,90018.45,2,1,0,193132.98,0,True,False,False,False,False,1
1122,809,0,0,24,4,0.0,2,1,0,193518.76,0,False,False,False,False,False,1
1127,663,2,0,33,8,122528.18,1,1,0,196260.3,0,True,False,False,False,False,2
1128,549,1,0,45,3,143734.01,2,1,1,96404.38,0,False,True,False,False,False,1
1129,675,0,0,32,2,155663.31,1,1,0,97658.66,0,True,False,False,False,False,2
1131,571,1,0,34,1,101736.66,1,0,1,195651.66,0,True,False,False,False,False,0
1132,500,2,1,37,9,125822.21,1,1,0,111698.0,0,False,True,False,False,False,2
1133,628,0,1,37,0,0.0,2,1,1,171707.93,0,False,True,False,False,False,1
1134,559,0,1,34,4,0.0,2,1,1,66721.98,0,True,False,False,False,False,1
1135,769,0,0,27,2,0.0,1,1,1,57876.05,0,True,False,False,False,False,2
1136,733,1,1,31,6,157791.07,2,0,0,177994.81,0,True,False,False,False,False,0
1137,750,0,1,22,5,0.0,2,0,1,105125.65,0,False,False,False,False,False,0
1138,583,0,0,42,4,0.0,2,1,0,17439.66,0,False,True,False,False,False,1
1139,468,1,1,42,9,181627.14,2,1,0,172668.39,0,False,True,False,False,False,1
1142,617,0,1,40,5,190008.32,2,1,1,107047.92,0,False,True,False,False,False,1
1143,793,2,1,41,9,0.0,2,1,0,152153.74,0,False,True,False,False,False,1
1144,630,0,1,43,9,0.0,2,1,1,34338.04,0,False,True,False,False,False,1
1146,546,0,1,28,8,0.0,1,1,0,159254.29,0,True,False,False,False,False,2
1147,614,1,0,30,3,131344.52,2,1,0,54776.64,0,True,False,False,False,False,1
1148,593,1,0,29,5,101713.84,3,1,0,134594.99,0,True,False,False,False,False,1
1149,613,2,1,34,3,0.0,1,1,1,41724.72,0,True,False,False,False,False,2
1150,655,0,1,38,4,0.0,2,0,0,110527.71,0,False,True,False,False,False,0
1151,700,0,0,27,6,137963.07,1,0,0,8996.79,0,True,False,False,False,False,0
1152,826,2,0,29,4,129938.07,1,0,1,190200.53,0,True,False,False,False,False,0
1153,652,1,1,45,2,151421.44,1,0,1,115333.43,0,False,True,False,False,False,0
1155,538,2,1,39,2,122773.5,2,1,1,58467.08,0,False,True,False,False,False,1
1156,729,0,1,34,3,152303.8,1,1,0,12128.69,0,True,False,False,False,False,2
1157,615,0,1,49,3,0.0,2,1,1,49872.33,0,False,False,True,False,False,1
1158,700,2,1,54,1,79415.67,1,0,1,139735.54,0,False,False,True,False,False,0
1160,729,2,1,37,10,0.0,2,1,0,100862.54,0,False,True,False,False,False,1
1163,615,0,0,30,9,0.0,1,1,0,87347.82,0,True,False,False,False,False,2
1164,747,1,0,32,5,67495.04,2,0,1,77370.37,0,True,False,False,False,False,0
1165,850,0,0,36,0,164850.54,1,1,1,62722.44,0,False,True,False,False,False,2
1166,712,1,0,49,5,154776.42,2,0,0,196257.68,0,False,False,True,False,False,0
1167,622,1,0,28,1,143124.63,2,1,0,81723.8,0,True,False,False,False,False,1
1168,548,0,0,35,10,0.0,1,1,1,31299.71,0,True,False,False,False,False,2
1169,607,0,0,27,2,0.0,2,1,0,63495.86,0,True,False,False,False,False,1
1170,653,0,0,38,8,102133.38,1,1,1,166520.96,0,False,True,False,False,False,2
1171,699,2,1,26,6,79932.41,1,0,0,150242.44,0,True,False,False,False,False,0
1173,647,1,0,43,3,122717.53,2,1,1,87000.39,0,False,True,False,False,False,1
1174,478,2,0,36,3,92363.3,2,1,0,44912.7,0,False,True,False,False,False,1
1176,719,2,1,39,5,0.0,2,1,0,145759.7,0,False,True,False,False,False,1
1177,726,0,1,34,9,0.0,2,0,0,14121.61,0,True,False,False,False,False,0
1178,626,0,1,21,1,0.0,2,1,0,66232.23,0,False,False,False,False,False,1
1180,807,1,0,31,1,93460.47,2,0,0,172782.69,0,True,False,False,False,False,0
1181,621,0,1,34,6,0.0,2,1,1,99128.13,0,True,False,False,False,False,1
1182,651,1,0,24,7,40224.7,1,1,1,178341.33,0,False,False,False,False,False,2
1184,652,0,1,36,1,0.0,2,1,1,151314.98,0,False,True,False,False,False,1
1185,584,1,1,47,7,130538.77,1,1,0,92915.84,0,False,False,True,False,False,2
1186,756,0,1,37,3,132623.6,1,1,1,58974.0,0,False,True,False,False,False,2
1187,670,0,0,35,3,103465.02,2,1,1,174627.06,0,True,False,False,False,False,1
1189,528,0,1,30,2,128262.72,2,1,0,50771.16,0,True,False,False,False,False,1
1191,797,0,0,29,1,0.0,2,1,1,132975.39,0,True,False,False,False,False,1
1192,639,1,1,27,3,150795.81,1,0,1,85208.93,0,True,False,False,False,False,0
1195,764,0,0,24,7,0.0,2,1,0,186105.99,0,False,False,False,False,False,1
1196,676,0,0,43,2,0.0,1,1,1,55119.53,0,False,True,False,False,False,2
1197,718,1,1,28,4,65643.3,1,1,0,28760.99,0,True,False,False,False,False,2
1198,590,2,0,34,6,0.0,2,1,0,171021.44,0,True,False,False,False,False,1
1199,584,0,1,38,9,104584.16,1,1,0,176678.72,0,False,True,False,False,False,2
1200,645,0,1,41,7,0.0,1,0,1,28667.56,0,False,True,False,False,False,0
1201,772,1,1,30,6,99785.28,2,0,0,197238.03,0,True,False,False,False,False,0
1203,529,0,1,22,5,0.0,1,1,0,151169.83,0,False,False,False,False,False,2
1204,463,0,1,35,2,101257.16,1,1,1,118113.64,0,True,False,False,False,False,2
1205,630,0,0,40,7,0.0,2,1,1,34453.17,0,False,True,False,False,False,1
1207,584,2,1,32,5,0.0,2,1,0,10956.82,0,True,False,False,False,False,1
1208,752,1,1,30,4,81523.38,1,1,1,36885.85,0,True,False,False,False,False,2
1209,697,0,0,47,6,128252.66,1,1,1,168053.4,0,False,False,True,False,False,2
1210,850,0,0,32,7,0.0,2,0,0,155227.0,0,True,False,False,False,False,0
1212,452,0,0,32,5,0.0,2,0,1,75279.39,0,True,False,False,False,False,0
1214,694,0,0,22,4,0.0,2,1,1,11525.72,0,False,False,False,False,False,1
1217,572,0,1,33,5,0.0,1,0,1,41139.05,0,True,False,False,False,False,0
1218,505,1,1,29,3,145541.56,2,1,1,58019.95,0,True,False,False,False,False,1
1221,725,1,0,33,7,115182.84,2,1,1,177279.41,0,True,False,False,False,False,1
1222,791,0,1,37,2,163789.49,2,1,0,75832.53,0,False,True,False,False,False,1
1223,536,0,1,46,1,65733.41,1,1,0,61094.53,0,False,False,True,False,False,2
1224,699,2,1,47,1,0.0,2,0,1,30117.44,0,False,False,True,False,False,0
1225,500,2,0,47,8,128486.11,1,1,0,179227.12,0,False,False,True,False,False,2
1226,707,2,0,53,6,109663.47,1,1,1,52110.45,0,False,False,True,False,False,2
1227,531,1,0,42,6,88324.31,2,1,0,75248.75,0,False,True,False,False,False,1
1228,557,0,0,28,7,146445.24,2,1,0,184317.74,0,True,False,False,False,False,1
1229,659,0,0,38,3,0.0,2,1,0,158553.1,0,False,True,False,False,False,1
1230,575,2,0,31,6,0.0,2,1,1,95686.42,0,True,False,False,False,False,1
1231,775,1,1,36,2,109949.05,2,0,1,71682.54,0,False,True,False,False,False,0
1232,772,2,1,30,4,78653.05,1,1,0,1790.48,0,True,False,False,False,False,2
1234,667,1,0,39,4,83765.35,2,1,0,118358.54,0,False,True,False,False,False,1
1237,662,1,1,33,0,103471.52,1,1,1,162703.0,0,True,False,False,False,False,2
1238,717,0,1,42,5,0.0,2,1,0,172665.21,0,False,True,False,False,False,1
1239,746,0,1,24,3,137492.35,2,0,1,170142.09,0,False,False,False,False,False,0
1240,569,0,1,28,7,0.0,2,1,0,73977.23,0,True,False,False,False,False,1
1241,579,0,1,36,9,129829.59,1,1,1,60906.12,0,False,True,False,False,False,2
1242,519,0,0,21,1,146329.57,2,1,1,194867.27,0,False,False,False,False,False,1
1243,696,1,1,30,4,114027.7,1,1,1,193716.56,0,True,False,False,False,False,2
1244,693,1,1,25,6,146580.69,1,0,1,14633.35,0,False,False,False,False,False,0
1245,587,1,0,38,0,132122.42,2,0,0,31730.32,0,False,True,False,False,False,0
1248,512,0,1,24,6,0.0,2,1,0,37654.31,0,False,False,False,False,False,1
1249,689,2,0,28,3,0.0,2,1,1,192449.02,0,True,False,False,False,False,1
1250,803,0,0,26,4,0.0,2,1,1,181208.47,0,True,False,False,False,False,1
1251,548,1,1,32,5,175214.71,1,1,1,155165.61,0,True,False,False,False,False,2
1254,499,1,0,55,4,126817.65,2,1,0,123269.71,0,False,False,True,False,False,1
1256,624,2,1,46,3,0.0,2,1,1,62825.03,0,False,False,True,False,False,1
1257,733,0,1,42,9,120094.93,1,1,0,184056.45,0,False,True,False,False,False,2
1258,628,0,0,38,3,0.0,2,1,1,48924.73,0,False,True,False,False,False,1
1259,633,0,0,33,3,0.0,2,1,0,191111.02,0,True,False,False,False,False,1
1260,559,1,0,36,1,104356.94,2,0,1,54184.06,0,False,True,False,False,False,0
1262,744,1,1,38,6,73023.17,2,1,0,78770.86,0,False,True,False,False,False,1
1263,665,2,0,40,1,173432.55,1,0,1,116766.79,0,False,True,False,False,False,0
1264,638,0,0,42,7,165679.92,1,0,0,32916.29,0,False,True,False,False,False,0
1265,837,2,1,31,9,104678.62,1,0,1,50972.6,0,True,False,False,False,False,0
1267,548,0,0,36,3,0.0,1,1,0,65996.9,0,False,True,False,False,False,2
1268,837,1,1,38,2,126732.85,1,1,1,79577.38,0,False,True,False,False,False,2
1269,658,0,0,44,6,148481.09,1,1,0,130529.13,0,False,True,False,False,False,2
1270,554,0,0,38,4,137654.05,2,1,1,172629.67,0,False,True,False,False,False,1
1271,724,1,1,30,7,115315.04,1,1,0,15216.53,0,True,False,False,False,False,2
1272,723,0,1,42,2,99095.73,1,1,1,17512.53,0,False,True,False,False,False,2
1273,585,1,0,39,7,165610.41,2,0,0,131852.01,0,False,True,False,False,False,0
1275,562,2,1,32,6,161628.66,1,1,0,91482.5,0,True,False,False,False,False,2
1276,719,0,1,32,9,146605.27,1,1,1,77119.45,0,True,False,False,False,False,2
1278,743,0,1,42,7,77002.2,2,1,1,80428.42,0,False,True,False,False,False,1
1280,521,0,0,39,6,0.0,2,0,1,27375.15,0,False,True,False,False,False,0
1281,741,2,1,25,4,0.0,2,1,1,73873.65,0,False,False,False,False,False,1
1283,622,0,1,35,8,0.0,2,1,1,131772.51,0,True,False,False,False,False,1
1284,669,0,1,45,7,149364.58,1,0,1,173454.07,0,False,True,False,False,False,0
1287,579,2,1,37,5,152212.88,2,0,0,120219.14,0,False,True,False,False,False,0
1288,698,2,0,39,9,161993.89,1,0,0,90212.38,0,False,True,False,False,False,0
1289,548,2,1,39,7,131468.44,1,1,0,164975.82,0,False,True,False,False,False,2
1291,653,1,1,31,9,143321.97,1,1,0,83679.46,0,True,False,False,False,False,2
1292,734,2,0,37,2,130404.92,1,0,0,34548.74,0,False,True,False,False,False,0
1293,794,0,0,41,7,0.0,2,1,1,74275.08,0,False,True,False,False,False,1
1294,641,0,1,30,2,87505.47,2,0,1,7278.57,0,True,False,False,False,False,0
1295,824,0,1,30,0,133634.02,1,1,1,162053.92,0,True,False,False,False,False,2
1296,534,2,0,33,3,151233.62,1,0,0,199336.63,0,True,False,False,False,False,0
1297,653,2,1,55,2,70263.83,1,0,1,62347.71,0,False,False,True,False,False,0
1298,498,0,1,34,5,0.0,2,1,1,91711.66,0,True,False,False,False,False,1
1299,683,0,1,30,10,57657.49,1,0,0,79240.9,0,True,False,False,False,False,0
1300,618,1,1,42,8,153572.31,2,1,1,76679.6,0,False,True,False,False,False,1
1301,538,0,1,37,1,134752.08,1,1,0,162511.55,0,False,True,False,False,False,2
1302,643,2,1,34,3,83132.09,1,1,1,21360.88,0,True,False,False,False,False,2
1303,428,0,0,31,2,0.0,2,1,0,54487.43,0,True,False,False,False,False,1
1305,718,0,0,31,0,118100.59,2,1,0,103165.15,0,True,False,False,False,False,1
1308,645,2,1,49,2,0.0,2,0,0,10023.15,0,False,False,True,False,False,0
1309,710,0,1,33,10,118327.17,2,1,1,192928.82,0,True,False,False,False,False,1
1310,591,2,1,30,8,124857.69,2,0,0,50485.7,0,True,False,False,False,False,0
1311,748,1,0,27,2,90971.85,1,1,1,131662.47,0,True,False,False,False,False,2
1312,850,0,0,37,7,153147.75,1,1,1,152235.3,0,False,True,False,False,False,2
1314,809,0,1,38,3,0.0,2,1,1,80061.31,0,False,True,False,False,False,1
1316,607,2,0,27,5,100912.19,1,0,0,7631.27,0,True,False,False,False,False,0
1317,850,0,0,31,4,0.0,2,1,1,33082.81,0,True,False,False,False,False,1
1320,756,1,1,41,2,124439.49,2,0,1,47093.11,0,False,True,False,False,False,0
1321,687,0,0,47,7,0.0,2,1,1,177624.01,0,False,False,True,False,False,1
1322,724,0,1,40,6,0.0,2,0,0,106149.48,0,False,True,False,False,False,0
1323,700,0,0,44,2,58781.76,1,1,0,16874.92,0,False,True,False,False,False,2
1325,687,1,1,26,2,142721.52,1,1,1,153605.75,0,True,False,False,False,False,2
1326,613,0,0,46,8,167795.6,1,0,1,44390.38,0,False,False,True,False,False,0
1327,781,0,0,38,3,128345.69,2,1,0,63218.85,0,False,True,False,False,False,1
1328,703,2,1,20,3,165260.98,1,1,1,41626.78,0,False,False,False,False,False,2
1331,640,2,0,46,8,0.0,2,1,0,89043.19,0,False,False,True,False,False,1
1332,849,1,1,37,7,143452.74,2,1,1,17294.12,0,False,True,False,False,False,1
1333,778,0,1,38,3,145018.49,2,1,1,126702.41,0,False,True,False,False,False,1
1334,539,1,0,38,8,82407.51,1,1,0,13123.41,0,False,True,False,False,False,2
1335,489,1,1,28,1,79460.98,2,1,1,167973.63,0,True,False,False,False,False,1
1337,618,2,1,38,5,126473.99,1,1,0,91972.49,0,False,True,False,False,False,2
1338,710,1,0,30,10,133537.1,2,1,0,155593.74,0,True,False,False,False,False,1
1339,625,0,1,52,5,164978.01,1,1,1,67788.49,0,False,False,True,False,False,2
1340,682,2,1,46,7,128029.72,1,1,1,62615.35,0,False,False,True,False,False,2
1344,670,2,1,42,3,81589.04,1,1,0,188227.8,0,False,True,False,False,False,2
1346,568,2,0,26,6,0.0,2,0,0,166495.2,0,True,False,False,False,False,0
1347,643,0,1,30,5,94443.77,1,1,1,165614.4,0,True,False,False,False,False,2
1348,521,0,1,37,2,0.0,2,1,1,86372.24,0,False,True,False,False,False,1
1349,615,0,1,32,7,92199.84,1,1,1,2755.53,0,True,False,False,False,False,2
1350,575,2,1,43,3,0.0,1,1,0,83594.51,0,False,True,False,False,False,2
1351,717,0,0,41,3,135756.96,1,1,1,103706.41,0,False,True,False,False,False,2
1354,626,2,1,29,7,0.0,2,1,0,49361.84,0,True,False,False,False,False,1
1356,734,2,1,39,6,0.0,1,1,1,95135.27,0,False,True,False,False,False,2
1357,709,0,1,49,4,154344.49,2,1,1,38794.57,0,False,False,True,False,False,1
1358,591,0,1,43,3,0.0,2,0,1,198926.36,0,False,True,False,False,False,0
1359,664,0,1,43,9,189026.53,2,1,1,56099.86,0,False,True,False,False,False,1
1360,431,0,1,37,0,120764.08,1,1,1,117023.08,0,False,True,False,False,False,2
1361,647,1,0,22,3,97975.82,2,0,1,62083.0,0,False,False,False,False,False,0
1362,578,0,1,32,4,0.0,2,1,1,141822.8,0,True,False,False,False,False,1
1363,555,1,1,41,10,113270.2,2,1,1,185387.14,0,False,True,False,False,False,1
1364,775,2,1,30,4,0.0,2,0,1,57461.13,0,True,False,False,False,False,0
1365,850,1,1,39,3,124548.99,2,1,1,120380.12,0,False,True,False,False,False,1
1367,645,2,0,37,7,0.0,2,1,0,13589.93,0,False,True,False,False,False,1
1369,689,2,0,31,4,0.0,2,1,1,136610.02,0,True,False,False,False,False,1
1371,769,0,0,26,7,0.0,2,1,0,176843.53,0,True,False,False,False,False,1
1372,611,0,0,43,8,64897.75,1,1,0,114996.33,0,False,True,False,False,False,2
1373,489,0,1,38,8,0.0,2,0,1,196990.79,0,False,True,False,False,False,0
1375,632,0,1,44,3,107764.75,1,1,0,185667.72,0,False,True,False,False,False,2
1376,429,0,0,27,6,117307.44,2,1,1,24020.49,0,True,False,False,False,False,1
1378,768,2,0,44,6,60603.4,1,1,1,178045.97,0,False,True,False,False,False,2
1379,715,2,0,35,4,40169.88,2,1,1,199857.47,0,True,False,False,False,False,1
1380,668,1,0,32,10,92041.87,1,1,1,43595.9,0,True,False,False,False,False,2
1381,625,1,1,26,3,130483.95,1,1,0,122810.53,0,True,False,False,False,False,2
1383,661,2,0,42,3,0.0,2,1,0,35989.41,0,False,True,False,False,False,1
1384,571,0,0,23,10,151097.28,1,0,1,17163.75,0,False,False,False,False,False,0
1386,716,0,0,35,8,112808.18,1,0,1,17848.3,0,True,False,False,False,False,0
1387,758,0,0,42,7,0.0,2,0,1,76209.56,0,False,True,False,False,False,0
1391,653,0,0,27,9,0.0,2,1,0,96429.29,0,True,False,False,False,False,1
1393,794,2,1,45,8,88656.37,2,1,0,116547.31,0,False,True,False,False,False,1
1394,831,0,0,32,2,146033.62,1,1,0,191260.74,0,True,False,False,False,False,2
1395,561,0,1,29,9,120268.13,1,1,1,173870.39,0,True,False,False,False,False,2
1396,705,2,1,46,7,0.0,2,1,0,117273.35,0,False,False,True,False,False,1
1400,517,2,0,29,5,0.0,2,1,0,103402.88,0,True,False,False,False,False,1
1401,684,0,0,27,9,122550.05,2,0,1,137835.82,0,True,False,False,False,False,0
1402,620,2,0,43,2,0.0,2,1,0,20670.1,0,False,True,False,False,False,1
1403,757,0,1,29,8,130306.49,1,1,0,77469.38,0,True,False,False,False,False,2
1404,739,0,0,27,6,0.0,1,1,1,57572.38,0,True,False,False,False,False,2
1407,572,2,1,23,2,126873.52,1,0,1,67040.12,0,False,False,False,False,False,0
1409,707,0,1,32,9,0.0,2,0,0,30807.02,0,True,False,False,False,False,0
1410,444,0,0,40,5,84350.07,1,1,0,143835.76,0,False,True,False,False,False,2
1412,685,1,0,30,4,84958.6,2,0,1,194343.72,0,True,False,False,False,False,0
1413,673,1,0,29,4,99097.36,1,1,1,9796.69,0,True,False,False,False,False,2
1414,503,1,1,30,10,136622.55,2,0,0,47310.24,0,True,False,False,False,False,0
1415,485,1,0,30,5,156771.68,1,1,1,141148.21,0,True,False,False,False,False,2
1416,799,1,1,28,7,167658.33,2,1,1,111138.25,0,True,False,False,False,False,1
1417,585,2,0,33,8,0.0,2,1,0,114182.07,0,True,False,False,False,False,1
1418,607,1,0,24,2,109483.54,2,0,1,127560.77,0,False,False,False,False,False,0
1419,521,1,0,40,9,134504.78,1,1,0,18082.06,0,False,True,False,False,False,2
1420,535,0,0,44,2,114427.86,1,1,1,136330.26,0,False,True,False,False,False,2
1421,724,2,1,45,5,83888.54,1,0,1,34121.81,0,False,True,False,False,False,0
1422,520,1,1,32,5,110029.77,1,1,0,56246.69,0,True,False,False,False,False,2
1423,696,2,1,41,9,127523.75,1,0,1,191417.42,0,False,True,False,False,False,0
1424,657,1,1,30,1,139762.13,2,1,1,23317.88,0,True,False,False,False,False,1
1426,726,0,0,42,2,109471.79,1,0,1,175161.05,0,False,True,False,False,False,0
1427,591,0,0,39,4,150500.64,1,1,0,14928.8,0,False,True,False,False,False,2
1430,601,0,0,26,8,78892.23,1,1,1,23703.52,0,True,False,False,False,False,2
1431,820,0,0,29,3,82344.84,1,0,1,115985.38,0,True,False,False,False,False,0
1432,667,0,1,48,2,0.0,1,1,0,43229.2,0,False,False,True,False,False,2
1433,573,2,0,44,4,0.0,1,1,1,94862.93,0,False,True,False,False,False,2
1435,552,0,0,41,9,124349.34,1,1,0,135635.25,0,False,True,False,False,False,2
1436,598,2,1,44,8,0.0,2,1,0,148487.9,0,False,True,False,False,False,1
1437,576,1,1,28,1,119336.29,2,0,1,58976.85,0,True,False,False,False,False,0
1438,670,0,0,31,9,0.0,1,0,1,76254.83,0,True,False,False,False,False,0
1442,627,2,1,44,6,0.0,1,1,1,114469.55,0,False,True,False,False,False,2
1443,683,0,1,43,8,0.0,1,1,0,96754.8,0,False,True,False,False,False,2
1445,583,0,0,38,10,0.0,2,0,1,113597.64,0,False,True,False,False,False,0
1446,705,0,0,24,7,100169.51,1,1,0,121408.55,0,False,False,False,False,False,2
1447,637,0,1,33,2,145731.83,1,0,1,109219.43,0,True,False,False,False,False,0
1450,594,1,0,26,6,135067.52,2,0,0,131211.86,0,True,False,False,False,False,0
